inst066_requirement_id;article_number;circ005_requirement_id;relationship;canonical_fields;controls;review_status;activation
INST066_ART021_REQ003;21;CIRC005_2_2_DEPOSITARY_MAIN_ACTIVITY;SUPPLEMENTS_OR_CONSTRAINS;depositary.ownership_verification|depositary.non_custody_asset_register|portfolio.non_custodiable_assets[];RULE_NON_CUSTODY_ASSET_OWNERSHIP_VERIFIED|RULE_NON_CUSTODY_ASSET_REGISTER_CURRENT;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART021_REQ004;21;CIRC005_1_13_FCP_REDEMPTION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;depositary.oversight_controls[]|pricing.nav.calculation_method|subscriptions|redemption|income.allocation_policy;RULE_DEPOSITARY_OPERATION_OVERSIGHT_COMPLETE|RULE_DEPOSITARY_NAV_CONTROL|RULE_DEPOSITARY_INCOME_ALLOCATION_CONTROL;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART021_REQ004;21;CIRC005_1_14_FCP_INCOME_ALLOCATION;SUPPLEMENTS_OR_CONSTRAINS;depositary.oversight_controls[]|pricing.nav.calculation_method|subscriptions|redemption|income.allocation_policy;RULE_DEPOSITARY_OPERATION_OVERSIGHT_COMPLETE|RULE_DEPOSITARY_NAV_CONTROL|RULE_DEPOSITARY_INCOME_ALLOCATION_CONTROL;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART021_REQ004;21;CIRC005_1_17_A_FCP_PRICE_METHOD_FREQUENCY;SUPPLEMENTS_OR_CONSTRAINS;depositary.oversight_controls[]|pricing.nav.calculation_method|subscriptions|redemption|income.allocation_policy;RULE_DEPOSITARY_OPERATION_OVERSIGHT_COMPLETE|RULE_DEPOSITARY_NAV_CONTROL|RULE_DEPOSITARY_INCOME_ALLOCATION_CONTROL;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART021_REQ005;21;;NO_EXACT_LINK_IDENTIFIED;depositary.liability_management_delegated|depositary.aml_cft_controls|depositary.agreement_reference;RULE_AML_CONTROLS_IF_LIABILITY_MANAGEMENT_DELEGATED|RULE_AML_SCOPE_IN_DEPOSITARY_AGREEMENT;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART021_REQ006;21;CIRC005_2_1_DEPOSITARY_IDENTITY;SUPPLEMENTS_OR_CONSTRAINS;depositary.custody_delegations[]|depositary.custody_delegations[].objective_reason|depositary.custody_delegations[].insolvency_protection;RULE_CUSTODY_DELEGATION_SCOPE|RULE_CUSTODY_DELEGATION_OBJECTIVE_REASON|RULE_CUSTODIED_ASSETS_INSOLVENCY_PROTECTED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART027_REQ001;27;CIRC005_GENERAL_MINIMUM;SUPPLEMENTS_OR_CONSTRAINS;document_manifest.sections|risks[]|target_investor;RULE_ALL_APPLICABLE_REQUIREMENTS_HAVE_COVERAGE|RULE_RISK_DISCLOSURE_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART027_REQ002;27;CIRC005_1_4_FCP_REGULATION_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;documents.prospectus.availability|documents.prospectus.delivery_timing|subscriptions.information_channels;RULE_PROSPECTUS_AVAILABLE_BEFORE_SUBSCRIPTION;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART028_REQ001;28;CIRC005_GENERAL_MINIMUM;SUPPLEMENTS_OR_CONSTRAINS;regulatory_coverage.requirements|document_manifest.section_order|concordance;RULE_ALL_APPLICABLE_REQUIREMENTS_HAVE_COVERAGE|RULE_PROSPECTUS_CONCORDANCE_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART028_REQ001;28;CIRC005_GENERAL_ORDER;SUPPLEMENTS_OR_CONSTRAINS;regulatory_coverage.requirements|document_manifest.section_order|concordance;RULE_ALL_APPLICABLE_REQUIREMENTS_HAVE_COVERAGE|RULE_PROSPECTUS_CONCORDANCE_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART028_REQ002;28;CIRC005_1_4_FCP_REGULATION_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;documents.attachments[]|regulatory_coverage.requirements[].location;RULE_CROSS_REFERENCE_TARGET_EXISTS|RULE_DOCUMENT_LOCATION_REQUIRED_IF_NOT_ATTACHED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART028_REQ003;28;;NO_EXACT_LINK_IDENTIFIED;manager.remuneration_policy.summary|manager.remuneration_policy.location;RULE_REMUNERATION_POLICY_DISCLOSURE_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART028_REQ004;28;CIRC005_GENERAL_SCOPE;SUPPLEMENTS_OR_CONSTRAINS;documents.prospectus.approval_status|documents.prospectus.approval_reference|distribution.marketing_start_date;RULE_MARKETING_BLOCKED_PENDING_PROSPECTUS_APPROVAL;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART029_REQ001;29;CIRC005_1_15_D_FCP_POLICY_LIMITS;SUPPLEMENTS_OR_CONSTRAINS;investment_policy.asset_class_ranges[]|investment_policy.issuer_limits|investment_policy.market_limits;RULE_ASSET_RANGE_VALIDITY|RULE_SUM_MINIMUMS_POSSIBLE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART029_REQ002;29;CIRC005_1_15_E_FCP_TECHNIQUES_INSTRUMENTS;SUPPLEMENTS_OR_CONSTRAINS;investment_policy.techniques[]|investment_policy.instruments[]|investment_policy.derivatives[]|risks[];RULE_TECHNIQUE_DISCLOSURE_COMPLETE|RULE_DERIVATIVE_RISKS_DISCLOSED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART029_REQ003;29;CIRC005_1_15_A_FCP_FINANCIAL_OBJECTIVES;SUPPLEMENTS_OR_CONSTRAINS;investment.objective.benchmark_usage|investment.benchmark|investment.tracking_method|risks[];RULE_INDEX_DETAILS_REQUIRED|RULE_TRACKING_RISK_DISCLOSED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART029_REQ003;29;CIRC005_1_15_B_FCP_PLACEMENT_POLICY;SUPPLEMENTS_OR_CONSTRAINS;investment.objective.benchmark_usage|investment.benchmark|investment.tracking_method|risks[];RULE_INDEX_DETAILS_REQUIRED|RULE_TRACKING_RISK_DISCLOSED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART029_REQ004;29;CIRC005_5_2_TARGET_INVESTOR;SUPPLEMENTS_OR_CONSTRAINS;risks[]|risk_profile.high_nav_volatility;RULE_HIGH_VOLATILITY_WARNING_IF_APPLICABLE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART030_REQ001;30;CIRC005_GENERAL_MINIMUM;SUPPLEMENTS_OR_CONSTRAINS;document_versions[]|document_change_log[]|documents.prospectus.updated_at;RULE_CHANGE_IMPACT_ASSESSMENT_COMPLETE|RULE_PROSPECTUS_VERSION_INCREMENTED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART030_REQ002;30;;NO_EXACT_LINK_IDENTIFIED;document_versions[].approval_status|document_versions[].approval_reference|holder_information;RULE_UPDATED_PROSPECTUS_NOT_PUBLISHED_BEFORE_REQUIRED_APPROVAL;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART032_REQ001;32;;NO_EXACT_LINK_IDENTIFIED;marketing_materials[]|marketing_materials[].prospectus_version;RULE_MARKETING_PROSPECTUS_CONSISTENCY;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART032_REQ002;32;CIRC005_1_4_FCP_REGULATION_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;documents.prospectus.availability|marketing_materials[].document_location;RULE_MARKETING_DOCUMENT_LOCATION_REQUIRED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART033_REQ001;33;;NO_EXACT_LINK_IDENTIFIED;documents.dici.sections|documents.dici.version;RULE_DICI_MINIMUM_CONTENT_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART034_REQ001;34;;NO_EXACT_LINK_IDENTIFIED;documents.dici.availability|documents.dici.delivery_timing;RULE_DICI_AVAILABLE_BEFORE_SUBSCRIPTION;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART035_REQ001;35;;NO_EXACT_LINK_IDENTIFIED;documents.dici.updated_at|documents.dici.change_log[];RULE_DICI_UPDATE_ASSESSMENT_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART036_REQ001;36;;NO_EXACT_LINK_IDENTIFIED;regulatory_reporting.main_markets[]|regulatory_reporting.main_instruments[]|portfolio.trading_venues[];RULE_MAIN_MARKETS_AND_INSTRUMENTS_REPORTED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART036_REQ002;36;CIRC005_1_15_D_FCP_POLICY_LIMITS;SUPPLEMENTS_OR_CONSTRAINS;risk.exposures[]|risk.concentrations[]|regulatory_reporting.reference_date;RULE_MAJOR_EXPOSURES_REPORTED|RULE_MAJOR_CONCENTRATIONS_REPORTED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART036_REQ003;36;;NO_EXACT_LINK_IDENTIFIED;regulatory_reporting.ad_hoc_requests[]|regulatory_reporting.systemic_risk_data;RULE_AD_HOC_REGULATORY_REQUEST_TRACKED|RULE_ADDITIONAL_REPORTING_EVIDENCED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ001;37;CIRC005_1_4_FCP_PERIODIC_REPORTS_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;periodic_reporting.annual|periodic_reporting.semiannual|periodic_reporting.quarterly|documents.periodic_reports.locations;RULE_PERIODIC_REPORTING_CALENDAR_COMPLETE|RULE_PERIODIC_REPORTS_AVAILABLE_TO_INVESTORS;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ002;37;CIRC005_5_2_TARGET_INVESTOR;SUPPLEMENTS_OR_CONSTRAINS;target_investor.qualification|distribution.eligible_investor_categories[]|periodic_reporting.quarterly.exemption;RULE_FIA_QUARTERLY_EXEMPTION_ONLY_IF_QUALIFIED_INVESTORS|RULE_MARKETING_SCOPE_SUPPORTS_REPORTING_EXEMPTION;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ003;37;CIRC005_1_4_FCP_PERIODIC_REPORTS_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;periodic_reporting.annual.deadline|periodic_reporting.annual.documents[]|accounting.financial_year_end;RULE_ANNUAL_REPORTING_DEADLINE|RULE_ANNUAL_REPORTING_DOCUMENT_SET_COMPLETE|RULE_ANNUAL_FINANCIAL_STATEMENTS_CERTIFIED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ003;37;CIRC005_1_6_FCP_ACCOUNT_CLOSING_DATE;SUPPLEMENTS_OR_CONSTRAINS;periodic_reporting.annual.deadline|periodic_reporting.annual.documents[]|accounting.financial_year_end;RULE_ANNUAL_REPORTING_DEADLINE|RULE_ANNUAL_REPORTING_DOCUMENT_SET_COMPLETE|RULE_ANNUAL_FINANCIAL_STATEMENTS_CERTIFIED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ003;37;CIRC005_1_7_FCP_ACCOUNTING_CONTROL_PERSONS;SUPPLEMENTS_OR_CONSTRAINS;periodic_reporting.annual.deadline|periodic_reporting.annual.documents[]|accounting.financial_year_end;RULE_ANNUAL_REPORTING_DEADLINE|RULE_ANNUAL_REPORTING_DOCUMENT_SET_COMPLETE|RULE_ANNUAL_FINANCIAL_STATEMENTS_CERTIFIED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ004;37;CIRC005_1_4_FCP_PERIODIC_REPORTS_AVAILABILITY;SUPPLEMENTS_OR_CONSTRAINS;periodic_reporting.semiannual.deadline|periodic_reporting.semiannual.report;RULE_SEMIANNUAL_REPORTING_DEADLINE|RULE_SEMIANNUAL_REPORT_PRESENT;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ005;37;;NO_EXACT_LINK_IDENTIFIED;periodic_reporting.quarterly.deadline|periodic_reporting.quarterly.financial_statements|periodic_reporting.quarterly.certified_assets|complaints.statistics;RULE_QUARTERLY_REPORTING_DEADLINE|RULE_QUARTERLY_ASSET_COMPOSITION_CERTIFIED|RULE_COMPLAINTS_REPORTING_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART037_REQ006;37;CIRC005_1_7_FCP_ACCOUNTING_CONTROL_PERSONS;SUPPLEMENTS_OR_CONSTRAINS;manager.periodic_reporting.annual|manager.periodic_reporting.semiannual|manager.periodic_reporting.quarterly|manager.governance_minutes[];RULE_MANAGER_ANNUAL_REPORTING_COMPLETE|RULE_MANAGER_SEMIANNUAL_REPORTING_COMPLETE|RULE_MANAGER_QUARTERLY_REPORTING_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART038_REQ001;38;CIRC005_1_10_FCP_PARTS_CHARACTERISTICS;SUPPLEMENTS_OR_CONSTRAINS;compartments[]|share_classes[];RULE_AT_LEAST_ONE_SHARE_CLASS|RULE_SHARE_CLASS_RIGHTS_COMPLETE|RULE_COMPARTMENT_CLASS_CONSISTENCY;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART043_REQ001;43;CIRC005_1_18_FCP_REMUNERATION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;fees.underlying_funds|fees.maximum_aggregate_management_rate;RULE_FUND_OF_FUNDS_MAXIMUM_FEES_DISCLOSED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART047_REQ001;47;CIRC005_1_13_FCP_REDEMPTION_REIMBURSEMENT;SUPPLEMENTS_OR_CONSTRAINS;redemption.request_channels|redemption.cutoff|redemption.execution_nav|redemption.settlement_days;RULE_REDEMPTION_PROCESS_COMPLETE;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART047_REQ002;47;CIRC005_1_13_FCP_SUSPENSION;SUPPLEMENTS_OR_CONSTRAINS;redemption.suspension.allowed|redemption.suspension.circumstances|redemption.suspension.decision_authority|redemption.suspension.notification|redemption.suspension.resumption_conditions;RULE_SUSPENSION_CIRCUMSTANCES_REQUIRED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
INST066_ART048_REQ001;48;CIRC005_1_16_FCP_ASSET_VALUATION;SUPPLEMENTS_OR_CONSTRAINS;valuation.methods[]|valuation.price_hierarchy|valuation.exception_process;RULE_VALUATION_METHOD_PER_USED_ASSET|RULE_FALLBACK_METHOD_REQUIRED;PENDING_LEGAL_AND_COMPLIANCE_REVIEW;FORBIDDEN
